Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-09 15:22:15+05:30,18,Male,Multiple Times A Week,Clothing and Fashion,No,Few Times A Month,Keyword,First Page,4,Yes,Never,others,Rarely,Yes,Never,No,3,Yes,2,4,Not Specified,I have no problem with Amazon yet. But others tell me about the refund issues,629256,['Clothing and Fashion']
2023-06-09 10:59:38+05:30,29,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple Times A Day,Others,Multiple Pages,1,Yes,Always,others,Sometimes,No,Heavily,Yes,5,No,4,2,All The Above,Not Specified,501000,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-08 21:39:55+05:30,49,Prefer Not To Say,Less Than Once A Month,others,No,Rarely,Filter,Multiple Pages,3,Yes,Never,High shipping costs,Sometimes,Yes,Never,Sometimes,2,No,5,4,Customer Service,No problems with Amazon,419964,['others']
2023-06-08 17:42:27+05:30,53,Female,Less Than Once A Month,Home and Kitchen;others,No,Few Times A Month,Others,Multiple Pages,1,No,Never,High shipping costs,Rarely,No,Heavily,No,4,No,2,5,Not Specified,User interface,912495,"['Home and Kitchen', 'others']"
2023-06-08 22:39:27+05:30,17,Male,Once A Week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few Times A Month,Categories,Multiple Pages,5,Yes,Never,others,Always,No,Rarely,Yes,4,Sometimes,2,4,Competitive Prices,I don't have any problem with Amazon,630204,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-12 15:47:01+05:30,65,Male,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few Times A Month,Not Specified,Multiple Pages,1,Yes,Rarely,High shipping costs,Never,Yes,Never,No,2,Sometimes,1,4,Not Specified,Shipping speed and reliability,802453,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-06 09:47:31+05:30,6,Male,Once A Week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few Times A Month,Keyword,Multiple Pages,3,No,Sometimes,others,Often,Yes,Heavily,Sometimes,5,No,4,2,Customer Service,Irrelevant product suggestions,976568,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-08 17:13:33+05:30,65,Female,Less Than Once A Month,Clothing and Fashion;Home and Kitchen;others,No,Few Times A Month,Categories,Multiple Pages,2,Yes,Always,others,Never,No,Rarely,No,5,Sometimes,1,5,Customer Service,Quality of product is very poor according to the big offers,111407,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-05 16:46:52+05:30,59,Female,Few Times A Month,Groceries and Gourmet Food,Yes,Few Times A Week,Filter,First Page,3,Maybe,Rarely,Found a better price elsewhere,Often,No,Heavily,No,4,Sometimes,3,1,Product Recommendations,I don't have any problem with Amazon,777313,['Groceries and Gourmet Food']
2023-06-05 00:37:54+05:30,43,Male,Multiple Times A Week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few Times A Week,Keyword,Multiple Pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,1,No,4,2,Customer Service,Quality of product is very poor according to the big offers,666823,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-12 15:59:59+05:30,50,Female,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;others,No,Few Times A Week,Filter,Multiple Pages,4,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,4,Yes,5,5,Quick Delivery,UI,360815,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-05 22:05:25+05:30,21,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple Times A Day,Filter,First Page,1,Yes,Rarely,others,Sometimes,No,Moderately,No,2,Yes,2,2,User-Friendly Website/App Interface,Customer service responsiveness,530861,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-12 16:00:56+05:30,18,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few Times A Week,Filter,Multiple Pages,1,Maybe,Sometimes,High shipping costs,Often,No,Never,Yes,1,No,4,5,All The Above,Quality of product is very poor according to the big offers,368760,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-08 17:42:27+05:30,46,Female,Once A Month,Home and Kitchen;others,Yes,Few Times A Month,Categories,Multiple Pages,3,Maybe,Always,Changed my mind or no longer need the item,Never,No,Occasionally,No,3,Sometimes,4,1,Not Specified,UI,442434,"['Home and Kitchen', 'others']"
2023-06-06 19:19:43+05:30,63,Male,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple Times A Day,Others,First Page,5,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,Sometimes,3,Sometimes,3,1,Not Specified,Customer service responsiveness,833625,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 22:38:51+05:30,49,Male,Few Times A Month,Home and Kitchen,No,Few Times A Week,Categories,First Page,2,No,Often,others,Always,Yes,Never,No,2,Yes,3,4,User-Friendly Website/App Interface,Scrolling option would be much better than going to next page,482826,['Home and Kitchen']
2023-06-06 19:11:13+05:30,34,Female,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Categories,Multiple Pages,3,No,Rarely,High shipping costs,Never,Yes,Heavily,No,1,Sometimes,5,3,Product Recommendations,Nil,271183,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 13:04:07+05:30,54,Prefer Not To Say,Once A Month,Home and Kitchen;others,No,Few Times A Month,Categories,Multiple Pages,5,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Sometimes,4,Yes,3,4,User-Friendly Website/App Interface,I don't have any problem with Amazon,472735,"['Home and Kitchen', 'others']"
2023-06-09 10:59:38+05:30,44,Male,Less Than Once A Month,Home and Kitchen;others,No,Few Times A Month,Filter,Multiple Pages,4,Yes,Often,High shipping costs,Often,Yes,Rarely,Yes,4,No,1,2,User-Friendly Website/App Interface,Scrolling option would be much better than going to next page,819320,"['Home and Kitchen', 'others']"
2023-06-07 22:17:40+05:30,18,Male,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple Times A Day,Others,Multiple Pages,5,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,1,Sometimes,2,4,Quick Delivery,I don't have any problem with Amazon,398688,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 17:25:40+05:30,64,Female,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple Times A Day,Others,Multiple Pages,4,Maybe,Often,High shipping costs,Often,No,Never,Sometimes,5,Yes,2,2,Not Specified,Customer service responsiveness,873422,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 17:39:57+05:30,44,Male,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple Times A Day,Filter,Multiple Pages,3,No,Rarely,High shipping costs,Never,Yes,Occasionally,Sometimes,5,No,2,4,Wide Product Selection,I have no problem with Amazon yet. But others tell me about the refund issues,157219,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-07 11:48:25+05:30,7,Others,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple Pages,3,Yes,Rarely,Found a better price elsewhere,Never,No,Occasionally,Yes,3,Sometimes,1,4,Product Recommendations,User interface of app,151846,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-07 21:53:52+05:30,23,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food,Yes,Rarely,Keyword,Multiple Pages,4,No,Always,others,Always,No,Never,No,3,Yes,5,2,Competitive Prices,Scrolling option would be much better than going to next page,875683,['Groceries and Gourmet Food']
2023-06-12 15:55:53+05:30,23,Female,Multiple Times A Week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few Times A Month,Others,Multiple Pages,3,No,Always,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,2,No,2,2,Product Recommendations,Not Specified,296200,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-04 22:37:00+05:30,51,Male,Once A Week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Filter,Multiple Pages,3,Yes,Often,Found a better price elsewhere,Never,No,Occasionally,No,1,Sometimes,2,3,Quick Delivery,User interface,884621,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 16:30:15+05:30,63,Male,Few Times A Month,Clothing and Fashion;others,Yes,Rarely,Filter,Multiple Pages,3,Yes,Always,High shipping costs,Always,No,Never,Yes,1,Yes,5,5,All The Above,Product quality and accuracy,774681,"['Clothing and Fashion', 'others']"
2023-06-12 15:52:33+05:30,53,Female,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple Pages,2,Maybe,Never,Changed my mind or no longer need the item,Never,Yes,Rarely,Sometimes,3,Yes,5,3,Wide Product Selection,Nil,538974,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-11 23:21:30+05:30,19,Others,Once A Month,Beauty and Personal Care;Clothing and Fashion;others,No,Few Times A Week,Others,Multiple Pages,3,Maybe,Always,Found a better price elsewhere,Never,No,Moderately,Sometimes,4,No,4,2,Competitive Prices,User interface,379759,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-06 18:38:49+05:30,38,Prefer Not To Say,Once A Week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few Times A Week,Others,Multiple Pages,5,Maybe,Often,others,Always,Yes,Occasionally,Yes,4,Yes,1,2,All The Above,Irrelevant product suggestions,332273,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-12 14:51:24+05:30,6,Others,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple Times A Day,Filter,Multiple Pages,3,Yes,Always,others,Sometimes,No,Heavily,Yes,3,Yes,5,5,Product Recommendations,Not Specified,653960,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 18:40:30+05:30,48,Male,Few Times A Month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Others,First Page,2,No,Often,others,Never,No,Rarely,Yes,5,Yes,4,1,All The Above,I have no problem with Amazon yet. But others tell me about the refund issues,610430,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-05 13:37:01+05:30,44,Female,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,Filter,First Page,1,Yes,Always,Changed my mind or no longer need the item,Never,No,Rarely,Yes,2,Sometimes,4,4,Wide Product Selection,Nothing,578940,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-11 23:02:11+05:30,27,Others,Once A Month,Home and Kitchen;others,No,Few Times A Month,Filter,First Page,4,No,Always,others,Rarely,No,Occasionally,Sometimes,1,Sometimes,5,1,Quick Delivery,Product quality and accuracy,999877,"['Home and Kitchen', 'others']"
2023-06-07 20:41:53+05:30,65,Male,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Others,Multiple Pages,5,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,3,Sometimes,2,5,Not Specified,I have no problem with Amazon yet. But others tell me about the refund issues,163525,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 19:39:44+05:30,41,Female,Once A Week,Clothing and Fashion,Yes,Rarely,Keyword,Multiple Pages,5,Maybe,Sometimes,High shipping costs,Always,No,Occasionally,Sometimes,2,Sometimes,4,1,Customer Service,Not Specified,844299,['Clothing and Fashion']
2023-06-11 22:57:34+05:30,30,Male,Multiple Times A Week,Groceries and Gourmet Food,Sometimes,Few Times A Month,Keyword,First Page,3,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,2,Sometimes,2,5,Not Specified,Not Specified,157991,['Groceries and Gourmet Food']
2023-06-11 23:10:14+05:30,26,Others,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Not Specified,Multiple Pages,2,No,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Yes,2,Yes,2,1,Customer Service,Nil,197327,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 10:54:00+05:30,33,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few Times A Week,Not Specified,Multiple Pages,2,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,No,3,2,Customer Service,User interface of app,300459,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-06 18:57:14+05:30,20,Prefer Not To Say,Less Than Once A Month,Beauty and Personal Care;Home and Kitchen;others,No,Few Times A Month,Others,First Page,4,No,Often,High shipping costs,Never,No,Occasionally,Yes,3,Sometimes,5,1,Wide Product Selection,Not Specified,298325,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-11 22:47:42+05:30,53,Male,Multiple Times A Week,Clothing and Fashion;others,Yes,Few Times A Week,Others,First Page,2,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Never,Yes,5,No,4,5,Wide Product Selection,User interface,639186,"['Clothing and Fashion', 'others']"
2023-06-05 18:49:25+05:30,7,Others,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple Times A Day,Not Specified,First Page,4,Maybe,Often,High shipping costs,Often,Yes,Rarely,Yes,2,Yes,1,3,Product Recommendations,User interface,758966,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 09:37:15+05:30,16,Female,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few Times A Week,Others,Multiple Pages,3,Maybe,Never,others,Always,No,Never,No,5,No,2,2,Competitive Prices,User interface,870613,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-09 16:31:06+05:30,47,Male,Once A Month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Not Specified,Multiple Pages,2,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,No,1,Yes,2,2,All The Above,No problems with Amazon,605617,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 21:18:55+05:30,53,Others,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion,No,Few Times A Week,Not Specified,Multiple Pages,2,No,Often,Changed my mind or no longer need the item,Always,No,Moderately,Yes,5,Yes,4,5,User-Friendly Website/App Interface,Customer service responsiveness,394680,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-08 17:55:15+05:30,26,Others,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple Times A Day,Filter,Multiple Pages,5,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,4,Sometimes,2,1,Wide Product Selection,better app interface and lower shipping charges,482664,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-11 22:44:46+05:30,19,Prefer Not To Say,Few Times A Month,others,No,Multiple Times A Day,Others,First Page,2,Yes,Always,High shipping costs,Often,No,Heavily,No,1,Yes,2,3,Quick Delivery,Nothing,820985,['others']
2023-06-07 21:18:29+05:30,31,Others,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen,No,Few Times A Week,Others,First Page,3,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Sometimes,1,Sometimes,1,2,Customer Service,Add more familiar brands to the list,932851,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-11 22:51:27+05:30,23,Others,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Filter,Multiple Pages,1,Maybe,Never,High shipping costs,Always,Yes,Never,Sometimes,1,Sometimes,2,5,Competitive Prices,I have no problem with Amazon yet. But others tell me about the refund issues,847317,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-06 18:38:03+05:30,20,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few Times A Week,Keyword,Multiple Pages,3,Yes,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,3,No,3,2,Customer Service,Reducing packaging waste,518580,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-06 19:41:36+05:30,55,Prefer Not To Say,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Categories,Multiple Pages,3,Yes,Rarely,others,Often,No,Never,Yes,4,Sometimes,5,2,Product Recommendations,UI,637862,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-07 18:28:35+05:30,50,Prefer Not To Say,Once A Week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few Times A Month,Others,Multiple Pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,4,Yes,5,4,All The Above,Shipping speed and reliability,843468,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
